Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2018-01-29 14:29:43.134 +0530,"Failure",0:00:00,1,0,1,"20180129_142943.134/LogFile.txt","","File Not Found -- doubleclick Error - Could Not Open Image: (empty)",0
2018-01-29 15:22:20.247 +0530,"Failure",0:00:46,1,0,0,"20180129_152220.247/LogFile.txt","","Script Error -- Number of Errors logged: 1",2
2018-01-29 15:26:09.877 +0530,"Success",0:00:47,0,0,0,"20180129_152609.877/LogFile.txt","","",4
2018-01-29 15:47:12.114 +0530,"Success",0:00:44,0,0,0,"20180129_154712.114/LogFile.txt","","",4
