Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2018-02-05 15:33:09.360 +0530,"Success",0:00:13,0,0,0,"20180205_153309.360/LogFile.txt","","",2
